field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,NVG,URB,FOR,GRS,CULTIR,CULTRF,CULT,WATER
68,4384,Geranium lucidum,12.327365,58.806895,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428919459,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.463100016,89.42328644,9.733895302,0.082161643,0.379718393,0.297556758,0
69,4385,Geranium lucidum,12.397883,58.753521,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428927708,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.368899971,69.95464325,16.57718849,0.657506824,9.099268913,8.441761971,4
70,4386,Geranium lucidum,12.492062,58.779429,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428950127,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.280200005,54.42717362,11.44324303,0.369956315,5.881484509,5.511528015,27.96789932
71,4387,Geranium lucidum,12.3093,59.013508,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428984810,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.606699944,72.04844666,15.85164166,0.083599269,5.493211746,5.409612656,6
72,4388,Geranium lucidum,12.407423,58.825742,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428985657,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.368899971,69.95464325,16.57718849,0.657506824,9.099268913,8.441761971,4
73,4389,Geranium lucidum,12.398476,58.846257,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428985894,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.289499998,75.24902344,14.86359787,0.107391402,6.597878933,6.490487576,3
74,4390,Geranium lucidum,12.406776,58.814673,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428985909,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.368899971,69.95464325,16.57718849,0.657506824,9.099268913,8.441761971,4
75,4391,Geranium lucidum,14.349437,57.887486,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246060302,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.557699978,56.39118195,14.19402599,3.523612022,27.8570919,24.33348084,1
76,4392,Geranium lucidum,14.431013,57.870435,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246060876,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.273299992,60.67950821,18.30905342,0.471390188,15.7381382,15.26674843,5
77,4393,Geranium lucidum,14.960615,58.280906,gass84,SWE,NA,PRESENT,300,<U+FFFD>sterg<U+FFFD>tlands flora,2900260395,NA,HUMAN_OBSERVATION,1974,12,31,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.070299983,38.79657745,11.49255848,2.343733072,48.64056397,46.29682922,0
78,4394,Geranium lucidum,-2.138925,51.721141,fpwktinv,GBR,NA,PRESENT,707.1,Gloucestershire Centre for Environmental Records,2933477961,NA,HUMAN_OBSERVATION,1974,NA,NA,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.110700131,6.885231972,35.43042755,0.072333522,55.57363892,55.50130463,0
79,4395,Geranium lucidum,-1.902592,53.887645,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3101793085,NA,HUMAN_OBSERVATION,1974,NA,NA,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.2507,7.932846069,45.89345551,0.066402197,21.92299843,21.85659599,0
80,4396,Geranium lucidum,-1.795918,53.923463,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106160858,NA,HUMAN_OBSERVATION,1974,NA,NA,1974-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,6.054600239,18.84083939,61.47847748,0,13.62608147,13.62608147,0
81,4372,Geranium lucidum,-3.66384,57.174284,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941927210,NA,HUMAN_OBSERVATION,1974,6,7,1974-06-07,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.189099997,33.62633514,61.78626633,0,4.398300171,4.398300171,0
82,4377,Geranium lucidum,-2.18432,54.119874,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106314907,NA,HUMAN_OBSERVATION,1974,6,12,1974-06-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.510399997,8.438429833,78.25114441,0,12.80002403,12.80002403,0
83,4376,Geranium lucidum,-2.198562,54.218713,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106275415,NA,HUMAN_OBSERVATION,1974,6,13,1974-06-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.412999988,9.000898361,80.22806549,0,10.35803795,10.35803795,0
84,4374,Geranium lucidum,-2.127591,54.080402,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3099984765,NA,HUMAN_OBSERVATION,1974,6,21,1974-06-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.084899902,8.779829025,78.7803421,0,11.35492897,11.35492897,0
85,4378,Geranium lucidum,-2.074095,54.080447,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3106321729,NA,HUMAN_OBSERVATION,1974,6,21,1974-06-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.102800012,11.06993485,75.30274963,0,12.5245142,12.5245142,0
86,4375,Geranium lucidum,-2.008375,54.101141,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,3101502124,NA,HUMAN_OBSERVATION,1974,6,22,1974-06-22,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.561500013,12.6687727,78.60531616,0,8.164411545,8.164411545,0
87,4373,Geranium lucidum,-3.485225,57.257383,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2942717841,NA,HUMAN_OBSERVATION,1974,6,23,1974-06-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.235200003,6.581981182,84.48500824,0,8.69781208,8.69781208,0
88,4379,Geranium lucidum,6.9985,61.8173,"incomis,inmafu",NOR,NA,PRESENT,71,O,1702294069,NA,PRESERVED_SPECIMEN,1974,7,27,1974-07-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,33.98749542,0.078599997,21.44517708,40.48872376,0,0,0,4
89,4380,Geranium lucidum,-4.201235,57.031219,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941593270,NA,HUMAN_OBSERVATION,1974,8,11,1974-08-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.122499995,31.06485367,66.00431061,0,2.808338404,2.808338404,0
90,4381,Geranium lucidum,15.327918,57.904888,gass84,SWE,NA,PRESENT,250,<U+FFFD>sterg<U+FFFD>tlands flora,932061587,NA,HUMAN_OBSERVATION,1974,9,13,1974-09-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.300399989,78.1635437,13.76840878,0.247207493,7.767647266,7.520439625,0
91,4358,Geranium lucidum,12.364717,58.744555,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428919443,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.953799963,42.40885925,16.45971298,3.84846592,39.17762756,35.3291626,1
92,4359,Geranium lucidum,12.345933,58.768308,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428919484,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.368899971,69.95464325,16.57718849,0.657506824,9.099268913,8.441761971,4
93,4360,Geranium lucidum,12.328147,58.778344,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428919501,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.463100016,89.42328644,9.733895302,0.082161643,0.379718393,0.297556758,0
94,4361,Geranium lucidum,12.360693,58.750287,"cdround,gass84",SWE,NA,PRESENT,250,ArtDatabanken,1428919540,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.368899971,69.95464325,16.57718849,0.657506824,9.099268913,8.441761971,4
95,4362,Geranium lucidum,12.326871,58.417108,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428922303,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.032799959,47.58148956,16.58712578,1.582751989,33.79858398,32.21583176,1
96,4363,Geranium lucidum,12.355958,58.731739,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428927675,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.953799963,42.40885925,16.45971298,3.84846592,39.17762756,35.3291626,1
97,4364,Geranium lucidum,12.152625,58.571278,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428981385,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.498899996,78.43214417,13.58495808,0.250609309,6.483997822,6.233388424,1
98,4365,Geranium lucidum,14.292439,57.879635,gass84,SWE,NA,PRESENT,50,F<U+FFFD>reningen Sm<U+FFFD>lands flora,2246061966,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.435099959,32.44765854,11.50227642,1.121227026,19.61496544,18.49373817,36
99,4366,Geranium lucidum,15.228905,58.025922,"cdround,gass84",SWE,NA,PRESENT,250,<U+FFFD>sterg<U+FFFD>tlands flora,2847499943,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.077600002,27.49677086,9.804462433,0.091685116,5.621166706,5.529481411,57
100,4368,Geranium lucidum,15.942581,57.973072,gass84,SWE,NA,PRESENT,250,<U+FFFD>sterg<U+FFFD>tlands flora,2866082777,NA,HUMAN_OBSERVATION,1975,12,31,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.154300004,74.965065,15.67277908,0.846396089,9.207856178,8.361459732,0
101,4369,Geranium lucidum,-3.166979,55.644836,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,2942694030,NA,HUMAN_OBSERVATION,1975,NA,NA,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.565599918,9.448355675,66.58827972,0,19.39776611,19.39776611,0
102,4370,Geranium lucidum,-2.781382,55.430445,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,2952452914,NA,HUMAN_OBSERVATION,1975,NA,NA,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.762599945,14.07585335,72.1987915,0,3.962752342,3.962752342,0
103,4371,Geranium lucidum,-2.210789,54.660404,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106620021,NA,HUMAN_OBSERVATION,1975,NA,NA,1975-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.705500007,11.17198181,78.20114899,0,9.92137146,9.92137146,0
104,4336,Geranium lucidum,-3.492334,51.495935,fpwktinv,GBR,NA,PRESENT,707.1,SEWBReC,2999979561,NA,HUMAN_OBSERVATION,1975,2,8,1975-02-08,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,5.908699989,2.776315212,72.5555191,0.223539397,18.75946617,18.53592682,0
105,4338,Geranium lucidum,-4.447638,57.269275,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941607040,NA,HUMAN_OBSERVATION,1975,4,23,1975-04-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.354699999,34.27803421,30.56771469,0,3.884751558,3.884751558,30.91479874
106,4337,Geranium lucidum,17.420408,58.996063,"cdround,gass84",SWE,NA,PRESENT,25,ArtDatabanken,849506827,NA,HUMAN_OBSERVATION,1975,4,28,1975-04-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,11.28489971,55.01030731,16.99209976,1.041496992,16.71269226,15.67119503,0
107,4342,Geranium lucidum,16.601693,58.203232,gass84,SWE,NA,PRESENT,100,<U+FFFD>sterg<U+FFFD>tlands flora,932068333,NA,HUMAN_OBSERVATION,1975,5,3,1975-05-03,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.518799782,56.00258255,18.13402557,0.498856604,14.34459114,13.8457346,2
108,4344,Geranium lucidum,14.668689,58.309558,gass84,SWE,NA,PRESENT,50,ArtDatabanken,1433266601,NA,HUMAN_OBSERVATION,1975,5,4,1975-05-04,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.928399921,23.67621231,12.58972359,0.626592875,62.80566406,62.17906952,0
109,4339,Geranium lucidum,14.678544,58.205533,gass84,SWE,NA,PRESENT,250,<U+FFFD>sterg<U+FFFD>tlands flora,932063857,NA,HUMAN_OBSERVATION,1975,5,17,1975-05-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.504099965,66.60180664,13.98578548,0.145127103,18.90830803,18.76318169,0
110,4340,Geranium lucidum,14.544147,58.111487,"cdround,gass84",SWE,NA,PRESENT,100,<U+FFFD>sterg<U+FFFD>tlands flora,932067116,NA,HUMAN_OBSERVATION,1975,5,17,1975-05-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.1505,21.73619461,10.9213686,0.318228513,10.19193649,9.873707771,57
111,4343,Geranium lucidum,5.6251,60.2612,"incomis,inmafu",NOR,NA,PRESENT,100,BG,1144100598,NA,PRESERVED_SPECIMEN,1975,5,21,1975-05-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.212099984,37.21888733,25.0892086,0,7.479804516,7.479804516,30
112,4346,Geranium lucidum,-3.346055,56.621065,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2954062195,NA,HUMAN_OBSERVATION,1975,5,24,1975-05-24,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.235200167,4.407026291,71.23847961,0,21.11929703,21.11929703,0
113,4345,Geranium lucidum,-3.3684,52.236099,fpwktinv,GBR,NA,PRESENT,70.7,BIS,2938691338,NA,HUMAN_OBSERVATION,1975,5,28,1975-05-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,5.628400326,3.327737093,79.09841156,0,11.94544983,11.94544983,0
114,4341,Geranium lucidum,16.603022,58.296733,"cdround,gass84",SWE,NA,PRESENT,250,<U+FFFD>sterg<U+FFFD>tlands flora,932067943,NA,HUMAN_OBSERVATION,1975,5,30,1975-05-30,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.124600001,75.20468903,14.36963654,0.651527524,9.301074028,8.649546623,1
115,4347,Geranium lucidum,-5.20719,36.48635,"gass84,osiic,colmano,inmafu",ESP,1,PRESENT,1000,MGC,199479925,NA,PRESERVED_SPECIMEN,1975,6,11,1975-06-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.940500021,50.18901062,28.83771706,0.322117508,19.03277206,18.71065521,0
116,4352,Geranium lucidum,-4.318488,57.32564,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2941132577,NA,HUMAN_OBSERVATION,1975,6,11,1975-06-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.294099987,12.05672264,83.58220673,0,4.066970825,4.066970825,0
117,4348,Geranium lucidum,17.644197,59.036273,"cdround,gass84",SWE,NA,PRESENT,50,ArtDatabanken,849508162,NA,HUMAN_OBSERVATION,1975,6,15,1975-06-15,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,2.220604897,2.220604897,0,0
118,4351,Geranium lucidum,8.1642,62.8875,"gass84,incomis,inmafu",NOR,NA,PRESENT,707,TRH,1701775609,NA,PRESERVED_SPECIMEN,1975,6,15,1975-06-15,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,0,0,0,0
119,4349,Geranium lucidum,17.377119,59.001444,"cdround,gass84",SWE,NA,PRESENT,50,ArtDatabanken,849510280,NA,HUMAN_OBSERVATION,1975,6,16,1975-06-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.552499771,62.84049225,17.50339317,1.525027037,11.1094141,9.584386826,3.994199991
120,4350,Geranium lucidum,16.41576,58.67238,"cdround,gass84",SWE,NA,PRESENT,500,<U+FFFD>sterg<U+FFFD>tlands flora,932061017,NA,HUMAN_OBSERVATION,1975,6,21,1975-06-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,17.5489006,68.17338562,10.15494537,0.06160292,3.124868393,3.063265562,0.997900009
121,4353,Geranium lucidum,6.917824427,61.85059635,"cdrep,incomis,inmafu",NOR,NA,PRESENT,707,O,1702294077,NA,PRESERVED_SPECIMEN,1975,7,9,1975-07-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,68.97840118,0.047899999,7.853797436,22.11990547,0,0,0,1
122,4357,Geranium lucidum,-4.434629,57.323445,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,2939769644,NA,HUMAN_OBSERVATION,1975,8,19,1975-08-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.354699999,34.27803421,30.56771469,0,3.884751558,3.884751558,30.91479874
123,4355,Geranium lucidum,7.114659,60.831571,cdround,NOR,1,PRESENT,1000,NTNU-VM,2465811640,NA,HUMAN_OBSERVATION,1975,8,30,1975-08-30,WGS84,Vascular plant field notes,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,28.93070221,0.263500005,17.62937164,53.17642975,0,0,0,0
124,4356,Geranium lucidum,7.099128,60.757639,cdround,NOR,1,PRESENT,1000,NTNU-VM,2465856781,NA,HUMAN_OBSERVATION,1975,8,31,1975-08-31,WGS84,Vascular plant field notes,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,28.93070221,0.263500005,17.62937164,53.17642975,0,0,0,0
125,4323,Geranium lucidum,15.058594,59.047327,"cdround,gass84",SWE,NA,PRESENT,500,L<U+FFFD>nsstyrelsen <U+FFFD>rebro,854524078,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,6.021099567,61.48990631,12.16152954,0.43357271,20.32746506,19.89389229,0
126,4324,Geranium lucidum,15.395705,59.12244,"cdround,gass84",SWE,NA,PRESENT,500,L<U+FFFD>nsstyrelsen <U+FFFD>rebro,854531737,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.83919996,36.18247604,12.41271496,1.271751046,50.56560898,49.29385757,0
127,4325,Geranium lucidum,12.525569,58.553469,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428892203,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.232500002,13.94169331,8.819968224,1.929265976,13.00583839,11.07657242,64
128,4326,Geranium lucidum,12.458357,59.082137,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428921309,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.532000005,75.23239899,14.23777771,0.020624731,7.006323338,6.9856987,2.991499901
129,4327,Geranium lucidum,12.427743,58.489214,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428926470,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.0188,2.776539803,1.881967187,0.228135407,1.32269299,1.094557524,94
130,4328,Geranium lucidum,12.534256,58.917422,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428968446,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.222000003,81.37847138,11.77297115,0.048139639,6.62655735,6.578417778,0
131,4329,Geranium lucidum,12.563775,58.895256,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428968508,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.405299991,42.19684982,16.08636284,0.2956132,16.31588745,16.02027512,24.99559975
132,4330,Geranium lucidum,12.328874,58.698395,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428975628,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.377599984,69.97525787,15.97585392,0.506844401,9.677087784,9.170243263,3.994199991
133,4331,Geranium lucidum,12.169801,58.580102,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428981399,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.653599978,44.71858215,18.85413551,1.537479043,35.77368164,34.23620224,0
134,4332,Geranium lucidum,12.130706,58.560611,gass84,SWE,NA,PRESENT,100,ArtDatabanken,1428981407,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.498899996,78.43214417,13.58495808,0.250609309,6.483997822,6.233388424,1
135,4333,Geranium lucidum,12.468122,58.747724,"cdround,gass84",SWE,NA,PRESENT,100,ArtDatabanken,1428985591,NA,HUMAN_OBSERVATION,1976,12,31,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.261799812,28.9056282,15.26818752,5.053349018,45.56438446,40.51103592,1
136,4334,Geranium lucidum,-3.008424,52.409196,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057950413,NA,HUMAN_OBSERVATION,1976,NA,NA,1976-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.582899928,4.605092049,80.01355743,0,13.79845238,13.79845238,0
