field_1,fid,SciName,Longitude,Latitude,issues,countryCod,individual,occurrence,coordinate,institutio,gbifID,references,basisOfRec,year,month,day,eventDate,geodeticDa,datasetNam,layer,path,NVG,URB,FOR,GRS,CULTIR,CULTRF,CULT,WATER
3082,1645,Geranium lucidum,14.851326,56.193851,gass84,SWE,NA,PRESENT,25,ArtDatabanken,855026431,NA,HUMAN_OBSERVATION,2011,9,26,2011-09-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,28.45050049,37.41572189,9.892999649,0.804848075,24.24077797,23.43593025,0
3083,1648,Geranium lucidum,-3.478685,50.62381,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3101665627,NA,HUMAN_OBSERVATION,2011,9,30,2011-09-30,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.889899731,4.414014339,20.68231201,0.291064411,37.01377487,36.72270966,34
3084,1658,Geranium lucidum,-3.984309,50.544341,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100363932,NA,HUMAN_OBSERVATION,2011,10,10,2011-10-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.127699971,11.677001,79.06573486,0,8.129564285,8.129564285,0
3085,1659,Geranium lucidum,-3.603117,50.541221,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3103424020,NA,HUMAN_OBSERVATION,2011,10,12,2011-10-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.94739914,3.59621644,38.40548706,0.132298306,33.05089569,32.91859818,0
3086,1657,Geranium lucidum,-3.057897,50.772279,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099645642,NA,HUMAN_OBSERVATION,2011,10,14,2011-10-14,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.339800119,3.847332478,79.9006958,0.024223641,12.91217136,12.88794804,0
3087,1661,Geranium lucidum,-0.265031,51.698535,cdround,GBR,NA,PRESENT,500,BSBI,3105552179,NA,HUMAN_OBSERVATION,2011,10,16,2011-10-16,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,27.0564003,2.156968355,22.54417992,0.016073071,48.24245071,48.2263794,0
3088,1660,Geranium lucidum,-3.615994,50.505069,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105397320,NA,HUMAN_OBSERVATION,2011,10,20,2011-10-20,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.94739914,3.59621644,38.40548706,0.132298306,33.05089569,32.91859818,0
3089,1654,Geranium lucidum,-2.945346,52.895179,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057749096,NA,HUMAN_OBSERVATION,2011,10,22,2011-10-22,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.118799925,2.835590601,72.82939148,2.009327889,22.21621704,20.20689011,0
3090,1653,Geranium lucidum,-2.787139,52.365926,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057584021,NA,HUMAN_OBSERVATION,2011,10,24,2011-10-24,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.515200019,7.641946316,41.12959671,1.730672002,49.71325684,47.98258591,0
3091,1656,Geranium lucidum,-2.831869,52.401581,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3058091770,NA,HUMAN_OBSERVATION,2011,10,24,2011-10-24,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.515200019,7.641946316,41.12959671,1.730672002,49.71325684,47.98258591,0
3092,1655,Geranium lucidum,-2.482873,52.745138,fpwktinv,GBR,NA,PRESENT,707.1,SEDN,3057898690,NA,HUMAN_OBSERVATION,2011,10,31,2011-10-31,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,50.86040115,1.379061341,23.84186935,2.51326704,23.91866875,21.40540123,0
3093,4587,Geranium lucidum,-123.529,45.2179,NA,NA,NA,PRESENT,NA,NA,NA,NA,NA,2011,NA,NA,2011-11-13,WGS84,NA,Geranium EDDMaps (1km),C:/Users/Delia Anderson/Desktop/Shining Geranium EDDMaps/observations.gpkg|layername=PointLayer,0,0.042100001,91.00627899,8.951621056,0,0,0,0
3094,1662,Geranium lucidum,5.9806,58.8372,"incomis,inmafu",NOR,NA,PRESENT,71,O,1701851052,NA,PRESERVED_SPECIMEN,2011,11,18,2011-11-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.260600001,37.63207245,35.0134964,0.173771203,24.09383011,23.9200592,3
3095,1663,Geranium lucidum,9.657886,59.213379,"cdround,gass84",NOR,NA,PRESENT,50,nbf,2401371713,NA,HUMAN_OBSERVATION,2011,11,19,2011-11-19,WGS84,Floraatlas Telemark,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,44.68000031,16.07567596,14.88703537,3.961385012,24.35728836,20.39590263,0
3096,1665,Geranium lucidum,-3.098959,50.708949,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100572827,NA,HUMAN_OBSERVATION,2011,11,23,2011-11-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.174999952,2.240382671,46.88463974,0.1775015,16.69997788,16.5224762,33
3097,1664,Geranium lucidum,-3.410176,50.696605,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100172444,NA,HUMAN_OBSERVATION,2011,11,27,2011-11-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.108200073,5.277691364,49.4998703,0.388576388,42.11423874,41.72566223,0
3098,1666,Geranium lucidum,-3.674603,50.567196,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099211763,NA,HUMAN_OBSERVATION,2011,12,5,2011-12-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.280399799,6.831308365,74.0413971,0.04580643,16.8468914,16.80108452,0
3099,1676,Geranium lucidum,-3.559314,50.496848,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104230362,NA,HUMAN_OBSERVATION,2011,12,9,2011-12-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,48.27859879,0.852078557,5.202721119,0.008738021,5.666601658,5.657863617,40
3100,1670,Geranium lucidum,-3.988973,50.319408,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100489640,NA,HUMAN_OBSERVATION,2011,12,10,2011-12-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.305700004,3.151484251,21.9597683,0.115035698,9.583047867,9.468011856,65
3101,1673,Geranium lucidum,-0.580523,51.451328,cdround,GBR,NA,PRESENT,500,BSBI,3102168429,NA,HUMAN_OBSERVATION,2011,12,10,2011-12-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,41.52519989,5.556352139,20.00950813,0.357464701,32.90893936,32.55147553,0
3102,1672,Geranium lucidum,-0.890521,51.550902,cdround,GBR,NA,PRESENT,500,BSBI,3101869439,NA,HUMAN_OBSERVATION,2011,12,17,2011-12-17,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,9.125800133,5.323738575,39.47192001,0.04245868,46.0785408,46.03608322,0
3103,1679,Geranium lucidum,-3.559611,50.505838,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106054318,NA,HUMAN_OBSERVATION,2011,12,18,2011-12-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,13.18879986,5.722266674,36.86376572,0.237859696,38.22516632,37.9873085,6
3104,1671,Geranium lucidum,-3.770701,50.493824,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100636525,NA,HUMAN_OBSERVATION,2011,12,21,2011-12-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.924600005,7.84875536,74.06997681,0.135623604,16.15666771,16.02104378,0
3105,1674,Geranium lucidum,-3.600683,50.469305,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3102777674,NA,HUMAN_OBSERVATION,2011,12,22,2011-12-22,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.862600327,5.265255451,52.02593231,0.222318202,33.84621048,33.62389374,0
3106,1667,Geranium lucidum,-3.572811,50.478679,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099244739,NA,HUMAN_OBSERVATION,2011,12,24,2011-12-24,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,48.27859879,0.852078557,5.202721119,0.008738021,5.666601658,5.657863617,40
3107,1678,Geranium lucidum,-0.639503,51.409585,cdround,GBR,NA,PRESENT,500,BSBI,3105930766,NA,HUMAN_OBSERVATION,2011,12,24,2011-12-24,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,23.85300064,21.31025696,36.74091339,0.057474949,18.09583092,18.03835678,0
3108,1675,Geranium lucidum,-1.446274,51.402692,cdround,GBR,NA,PRESENT,500,BSBI,3102853777,NA,HUMAN_OBSERVATION,2011,12,26,2011-12-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.731899977,5.577783585,39.05755997,0.035036448,52.63275528,52.59771729,0
3109,1668,Geranium lucidum,-3.906542,50.36576,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099378031,NA,HUMAN_OBSERVATION,2011,12,28,2011-12-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.111399889,4.45360136,81.08903503,0.02879216,12.34596157,12.31716919,0
3110,1669,Geranium lucidum,-3.808172,50.367332,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100262352,NA,HUMAN_OBSERVATION,2011,12,28,2011-12-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.672299862,3.400691748,76.44567108,0.131611794,18.48134041,18.34972954,0
3111,1677,Geranium lucidum,-1.656314,51.598594,cdround,GBR,NA,PRESENT,500,BSBI,3105483390,NA,HUMAN_OBSERVATION,2011,12,28,2011-12-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.611099243,9.96523571,33.08870316,0.153519601,48.33496094,48.18144226,0
3112,1680,Geranium lucidum,-3.92132,50.383505,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106323059,NA,HUMAN_OBSERVATION,2011,12,28,2011-12-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.075799942,8.24741745,77.01908875,0.086355992,10.65769482,10.57133865,0
3113,1460,Geranium lucidum,-3.860315,56.622075,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,2944243167,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.516900003,32.81103897,58.97956467,0,7.692494869,7.692494869,0
3114,1461,Geranium lucidum,-3.452411,56.398387,fpwktinv,GBR,NA,PRESENT,70.7,BSBI,2950122764,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,28.29030037,5.751971245,29.17824173,0,36.77948761,36.77948761,0
3115,1462,Geranium lucidum,-2.178175,54.291991,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099435560,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.610499978,3.715156317,79.41625977,0,16.25808144,16.25808144,0
3116,1463,Geranium lucidum,-2.393081,54.273507,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100239508,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.572400034,4.207611561,74.7012558,0,20.51873016,20.51873016,0
3117,1464,Geranium lucidum,-2.131628,54.148254,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3102625058,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.443699986,8.493855476,81.14752197,0,9.914919853,9.914919853,0
3118,1465,Geranium lucidum,-2.392312,54.192623,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104436394,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.53490001,5.868168354,86.61373138,0,6.98319912,6.98319912,0
3119,1466,Geranium lucidum,-2.147385,54.274058,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106309877,NA,HUMAN_OBSERVATION,2012,NA,NA,2012-01-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0.754599989,3.727924347,77.0776062,0,18.43986702,18.43986702,0
3120,1273,Geranium lucidum,-3.50494,50.560519,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3102698853,NA,HUMAN_OBSERVATION,2012,1,2,2012-01-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,13.18879986,5.722266674,36.86376572,0.237859696,38.22516632,37.9873085,6
3121,1275,Geranium lucidum,-1.606223,51.61454,cdround,GBR,NA,PRESENT,500,BSBI,3105458069,NA,HUMAN_OBSERVATION,2012,1,2,2012-01-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.611099243,9.96523571,33.08870316,0.153519601,48.33496094,48.18144226,0
3122,1265,Geranium lucidum,-1.412726,51.680277,cdround,GBR,NA,PRESENT,500,BSBI,3098934772,NA,HUMAN_OBSERVATION,2012,1,7,2012-01-07,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.631199837,13.10198212,40.40806198,0.1338204,42.85875702,42.72493744,0
3123,1267,Geranium lucidum,-3.49037,50.99238,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099063450,NA,HUMAN_OBSERVATION,2012,1,10,2012-01-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.513000011,2.880524159,80.79660034,0.095916443,13.80987358,13.71395683,0
3124,1266,Geranium lucidum,-3.642315,50.450738,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3098955476,NA,HUMAN_OBSERVATION,2012,1,15,2012-01-15,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.862600327,5.265255451,52.02593231,0.222318202,33.84621048,33.62389374,0
3125,1274,Geranium lucidum,-0.77808,51.561124,cdround,GBR,NA,PRESENT,500,BSBI,3102951379,NA,HUMAN_OBSERVATION,2012,1,18,2012-01-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.91610146,4.090206146,27.66696739,0.009306968,43.32672501,43.31741715,0
3126,1276,Geranium lucidum,-3.755943,50.476059,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106736178,NA,HUMAN_OBSERVATION,2012,1,19,2012-01-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.924600005,7.84875536,74.06997681,0.135623604,16.15666771,16.02104378,0
3127,1272,Geranium lucidum,-3.72548,50.413558,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3101859267,NA,HUMAN_OBSERVATION,2012,1,23,2012-01-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.968200088,2.894004345,80.18053436,0.184947103,14.95726299,14.77231598,0
3128,1268,Geranium lucidum,-0.878163,51.450435,cdround,GBR,NA,PRESENT,500,BSBI,3099463891,NA,HUMAN_OBSERVATION,2012,1,27,2012-01-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,29.83569908,6.711658001,25.23242378,0.046543092,38.22021866,38.17367554,0
3129,1270,Geranium lucidum,-0.928683,51.44339,cdround,GBR,NA,PRESENT,500,BSBI,3101175071,NA,HUMAN_OBSERVATION,2012,1,27,2012-01-27,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,60.91469955,3.988032579,13.7722044,0.059364859,21.32506371,21.26569939,0
3130,1269,Geranium lucidum,-1.348616,51.759422,cdround,GBR,NA,PRESENT,500,BSBI,3101053300,NA,HUMAN_OBSERVATION,2012,1,28,2012-01-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.552599907,7.793375492,34.61531067,0.02389307,53.03871536,53.01482391,0
3131,1271,Geranium lucidum,-1.315814,51.748842,cdround,GBR,NA,PRESENT,500,BSBI,3101225486,NA,HUMAN_OBSERVATION,2012,1,28,2012-01-28,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,26.24580002,7.429811478,25.12513542,0.0925304,41.19925308,41.10672379,0
3132,1278,Geranium lucidum,-3.296937,50.697921,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104558655,NA,HUMAN_OBSERVATION,2012,2,19,2012-02-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,6.370499611,7.434919834,49.70487595,0.3725591,34.48970413,34.11714554,2
3133,1277,Geranium lucidum,-3.491963,50.59666,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099359454,NA,HUMAN_OBSERVATION,2012,2,26,2012-02-26,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,3.889899731,4.414014339,20.68231201,0.291064411,37.01377487,36.72270966,34
3134,1302,Geranium lucidum,-3.471015,50.830751,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105981446,NA,HUMAN_OBSERVATION,2012,3,1,2012-03-01,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.262399674,3.637315035,53.31336212,0.404948086,38.78692246,38.38197327,0
3135,1305,Geranium lucidum,-3.63164,50.549819,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106397786,NA,HUMAN_OBSERVATION,2012,3,2,2012-03-02,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.94739914,3.59621644,38.40548706,0.132298306,33.05089569,32.91859818,0
3136,1292,Geranium lucidum,-3.542875,50.856802,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3102947840,NA,HUMAN_OBSERVATION,2012,3,3,2012-03-03,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.355899811,5.867716312,78.23873138,0.039159179,13.53765392,13.4984951,0
3137,1289,Geranium lucidum,-3.443736,50.867064,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100815490,NA,HUMAN_OBSERVATION,2012,3,4,2012-03-04,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,8.041600227,3.188595295,62.70217896,0.279758185,26.06762505,25.78786659,0
3138,1304,Geranium lucidum,-3.41478,50.849433,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106065384,NA,HUMAN_OBSERVATION,2012,3,5,2012-03-05,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.636000156,4.72368145,59.73654175,0.330643088,30.90377617,30.57313347,0
3139,1295,Geranium lucidum,-3.415324,50.867412,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104502573,NA,HUMAN_OBSERVATION,2012,3,6,2012-03-06,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.636000156,4.72368145,59.73654175,0.330643088,30.90377617,30.57313347,0
3140,1290,Geranium lucidum,-3.344551,50.877242,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3101120617,NA,HUMAN_OBSERVATION,2012,3,7,2012-03-07,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,4.636000156,4.72368145,59.73654175,0.330643088,30.90377617,30.57313347,0
3141,1298,Geranium lucidum,-3.655849,50.837267,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105552661,NA,HUMAN_OBSERVATION,2012,3,9,2012-03-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.308200121,4.370238304,79.81227875,0.273967892,13.50928116,13.23531342,0
3142,1299,Geranium lucidum,-3.641969,50.846457,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3105741032,NA,HUMAN_OBSERVATION,2012,3,9,2012-03-09,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.308200121,4.370238304,79.81227875,0.273967892,13.50928116,13.23531342,0
3143,1280,Geranium lucidum,6.594136,53.200016,"cdround,gass84,colmano,inmano",NLD,NA,PRESENT,25,naturgucker,1677184786,NA,HUMAN_OBSERVATION,2012,3,10,2012-03-10,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,40.68280029,3.746184111,39.12639237,1.74217701,16.44462395,14.70244694,0
3144,1294,Geranium lucidum,-0.737707,51.516061,cdround,GBR,NA,PRESENT,500,BSBI,3104109771,NA,HUMAN_OBSERVATION,2012,3,11,2012-03-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,39.59469986,2.053508997,25.27100754,0.02942732,33.08078384,33.05135727,0
3145,1297,Geranium lucidum,-0.659177,51.486568,cdround,GBR,NA,PRESENT,500,BSBI,3105241646,NA,HUMAN_OBSERVATION,2012,3,11,2012-03-11,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,24.0875988,8.023574829,27.66864967,0.01861885,40.2201767,40.20155716,0
3146,1296,Geranium lucidum,-3.608322,50.694039,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3104594531,NA,HUMAN_OBSERVATION,2012,3,12,2012-03-12,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.592599869,5.763227463,65.3092041,0.068720587,27.33496475,27.26624489,0
3147,1300,Geranium lucidum,-0.325045,54.221485,fpwktinv,GBR,NA,PRESENT,7.1,BSBI,3105847835,NA,HUMAN_OBSERVATION,2012,3,13,2012-03-13,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,0,0,0,1.465070009,1.465070009,0,0
3148,1284,Geranium lucidum,-3.671008,50.864031,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3099562504,NA,HUMAN_OBSERVATION,2012,3,14,2012-03-14,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.134599924,2.889748812,81.5125351,0.162425906,13.4631176,13.30069161,0
3149,1286,Geranium lucidum,-3.316386,50.886556,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100589606,NA,HUMAN_OBSERVATION,2012,3,18,2012-03-18,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.451600075,9.622903824,73.15691376,0.280272812,14.76858139,14.48830891,0
3150,1287,Geranium lucidum,-3.599067,50.838059,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3100613845,NA,HUMAN_OBSERVATION,2012,3,19,2012-03-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.308200121,4.370238304,79.81227875,0.273967892,13.50928116,13.23531342,0
3151,1303,Geranium lucidum,-3.585176,50.847242,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3106028624,NA,HUMAN_OBSERVATION,2012,3,19,2012-03-19,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.308200121,4.370238304,79.81227875,0.273967892,13.50928116,13.23531342,0
3152,1293,Geranium lucidum,-3.303429,50.931666,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3103176669,NA,HUMAN_OBSERVATION,2012,3,21,2012-03-21,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,2.966799974,11.89449692,67.35718536,0.430251509,17.78151894,17.35126686,0
3153,1291,Geranium lucidum,-1.951382,51.109785,fpwktinv,GBR,NA,PRESENT,707.1,BSBI,3101390231,NA,HUMAN_OBSERVATION,2012,3,23,2012-03-23,WGS84,NA,"Geranium GBIF (filtered, 1km)",C:/Users/Delia Anderson/Documents/geranium shp.shp|layername=geranium shp,0,1.393899918,8.480914116,36.74185562,0.016772781,53.3833313,53.36655808,0
