"","field_1","species","decimallon","decimallat","issues","countryCod","individual","occurrence","coordinate","institutio","gbifID","references","basisOfRec","year","month","day","eventDate","geodeticDa"
"123",13118,"Pilosella officinarum",11.63833,58.335362,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",3000573641,NA,"HUMAN_OBSERVATION",2000,6,27,"00:00.0","WGS84"
"124",13119,"Pilosella officinarum",11.919458,58.350873,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000578845,NA,"HUMAN_OBSERVATION",2000,6,24,"00:00.0","WGS84"
"125",13120,"Pilosella officinarum",11.704231,58.308014,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000621533,NA,"HUMAN_OBSERVATION",2000,6,29,"00:00.0","WGS84"
"126",13122,"Pilosella officinarum",11.668316,58.337597,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000840352,NA,"HUMAN_OBSERVATION",2000,6,6,"00:00.0","WGS84"
"127",13123,"Pilosella officinarum",11.274054,58.612273,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000903342,NA,"HUMAN_OBSERVATION",2000,6,17,"00:00.0","WGS84"
"128",13124,"Pilosella officinarum",12.029035,58.14926,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049280886,NA,"HUMAN_OBSERVATION",2000,6,7,"00:00.0","WGS84"
"129",13125,"Pilosella officinarum",11.462979,58.162678,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049415851,NA,"HUMAN_OBSERVATION",2000,6,8,"00:00.0","WGS84"
"130",13126,"Pilosella officinarum",11.662486,58.362575,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049446378,NA,"HUMAN_OBSERVATION",2000,6,3,"00:00.0","WGS84"
"131",13128,"Pilosella officinarum",11.488743,58.115729,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049491691,NA,"HUMAN_OBSERVATION",2000,6,29,"00:00.0","WGS84"
"132",13129,"Pilosella officinarum",11.863161,58.342138,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049601499,NA,"HUMAN_OBSERVATION",2000,6,30,"00:00.0","WGS84"
"133",13130,"Pilosella officinarum",11.822656,57.857155,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049799981,NA,"HUMAN_OBSERVATION",2000,6,22,"00:00.0","WGS84"
"134",13131,"Pilosella officinarum",11.458937,58.17764,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049843659,NA,"HUMAN_OBSERVATION",2000,6,26,"00:00.0","WGS84"
"135",13132,"Pilosella officinarum",11.71607,58.670166,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049863731,NA,"HUMAN_OBSERVATION",2000,6,28,"00:00.0","WGS84"
"136",13133,"Pilosella officinarum",11.645095,58.686585,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049874000,NA,"HUMAN_OBSERVATION",2000,6,15,"00:00.0","WGS84"
"137",13135,"Pilosella officinarum",11.470624,58.23809,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049954103,NA,"HUMAN_OBSERVATION",2000,6,4,"00:00.0","WGS84"
"138",13136,"Pilosella officinarum",11.999794,57.849837,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049983867,NA,"HUMAN_OBSERVATION",2000,6,5,"00:00.0","WGS84"
"139",13137,"Pilosella officinarum",11.921461,58.223764,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050011416,NA,"HUMAN_OBSERVATION",2000,6,20,"00:00.0","WGS84"
"140",13138,"Pilosella officinarum",11.703027,58.294765,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050113498,NA,"HUMAN_OBSERVATION",2000,6,15,"00:00.0","WGS84"
"141",13139,"Pilosella officinarum",11.687953,58.371489,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050116499,NA,"HUMAN_OBSERVATION",2000,6,20,"00:00.0","WGS84"
"142",13140,"Pilosella officinarum",11.246844,58.609513,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050140489,NA,"HUMAN_OBSERVATION",2000,6,9,"00:00.0","WGS84"
"143",13141,"Pilosella officinarum",11.681997,58.276017,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050202738,NA,"HUMAN_OBSERVATION",2000,6,15,"00:00.0","WGS84"
"144",13142,"Pilosella officinarum",11.777255,57.868127,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050233567,NA,"HUMAN_OBSERVATION",2000,6,22,"00:00.0","WGS84"
"145",13143,"Pilosella officinarum",11.678009,58.330721,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050240779,NA,"HUMAN_OBSERVATION",2000,6,15,"00:00.0","WGS84"
"146",13144,"Pilosella officinarum",11.738465,58.655688,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050317741,NA,"HUMAN_OBSERVATION",2000,6,28,"00:00.0","WGS84"
"147",13147,"Pilosella officinarum",11.921309,58.349581,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050445209,NA,"HUMAN_OBSERVATION",2000,6,24,"00:00.0","WGS84"
"148",13148,"Pilosella officinarum",11.918173,58.22735,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050478860,NA,"HUMAN_OBSERVATION",2000,6,12,"00:00.0","WGS84"
"149",13149,"Pilosella officinarum",11.900522,58.225193,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050482037,NA,"HUMAN_OBSERVATION",2000,6,12,"00:00.0","WGS84"
"150",13152,"Pilosella officinarum",7.420802,59.64108,"gass84,colmano,inmafu","NOR",NA,"PRESENT",1000,"KMN",186907702,NA,"HUMAN_OBSERVATION",2000,7,19,"00:00.0","WGS84"
"151",13153,"Pilosella officinarum",6.714794,58.669405,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907710,NA,"HUMAN_OBSERVATION",2000,7,19,"00:00.0","WGS84"
"152",13154,"Pilosella officinarum",6.758176,58.732608,"gass84,colmano,inmafu","NOR",NA,"PRESENT",50,"KMN",186907714,NA,"HUMAN_OBSERVATION",2000,7,3,"00:00.0","WGS84"
"153",13155,"Pilosella officinarum",6.779141,58.742403,"elmms,gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907716,NA,"HUMAN_OBSERVATION",2000,7,18,"00:00.0","WGS84"
"154",13156,"Pilosella officinarum",6.772828,58.841113,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907718,NA,"HUMAN_OBSERVATION",2000,7,18,"00:00.0","WGS84"
"155",13157,"Pilosella officinarum",6.872295,58.914659,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907721,NA,"HUMAN_OBSERVATION",2000,7,17,"00:00.0","WGS84"
"156",13159,"Pilosella officinarum",7.603293,58.444073,"gass84,colmano,inmafu","NOR",NA,"PRESENT",1000,"KMN",186907763,NA,"HUMAN_OBSERVATION",2000,7,29,"00:00.0","WGS84"
"157",13160,"Pilosella officinarum",7.620587,58.439764,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907764,NA,"HUMAN_OBSERVATION",2000,7,29,"00:00.0","WGS84"
"158",13161,"Pilosella officinarum",7.266379,58.152489,"gass84,colmano,inmafu","NOR",NA,"PRESENT",1000,"KMN",186907833,NA,"HUMAN_OBSERVATION",2000,7,9,"00:00.0","WGS84"
"159",13162,"Pilosella officinarum",7.290346,58.18425,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907863,NA,"HUMAN_OBSERVATION",2000,7,14,"00:00.0","WGS84"
"160",13163,"Pilosella officinarum",7.529348,58.573493,"gass84,colmano,inmafu","NOR",NA,"PRESENT",500,"KMN",186907946,NA,"HUMAN_OBSERVATION",2000,7,30,"00:00.0","WGS84"
"161",13164,"Pilosella officinarum",9.6532,63.823,"gass84,incomis,inmafu","NOR",NA,"PRESENT",71,"TRH",187177954,NA,"PRESERVED_SPECIMEN",2000,7,10,"00:00.0","WGS84"
"162",13166,"Pilosella officinarum",12.713919,56.68007,"gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",849493005,NA,"HUMAN_OBSERVATION",2000,7,29,"00:00.0","WGS84"
"163",13167,"Pilosella officinarum",18.282926,59.735546,"cdround,gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",851042550,NA,"HUMAN_OBSERVATION",2000,7,6,"00:00.0","WGS84"
"164",13168,"Pilosella officinarum",15.229409,58.108265,"gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",854370216,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"165",13170,"Pilosella officinarum",15.062807,58.044555,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",854379172,NA,"HUMAN_OBSERVATION",2000,7,9,"00:00.0","WGS84"
"166",13171,"Pilosella officinarum",5.71426,50.96461,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869817145,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"167",13173,"Pilosella officinarum",5.14791,51.14951,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869821233,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"168",13174,"Pilosella officinarum",4.61722,50.80124,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869823936,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"169",13175,"Pilosella officinarum",4.57459,50.78334,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869823979,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"170",13176,"Pilosella officinarum",4.81868,51.09729,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824384,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"171",13177,"Pilosella officinarum",4.86218,51.16004,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824581,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"172",13179,"Pilosella officinarum",6.987363,62.771182,"elmms,gass84,colmano,inmano","NOR",NA,"PRESENT",30,"JBJordal",1041990662,NA,"HUMAN_OBSERVATION",2000,7,6,"00:00.0","WGS84"
"173",13180,"Pilosella officinarum",9.131312,54.905593,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556662,NA,"HUMAN_OBSERVATION",2000,7,24,"00:00.0","WGS84"
"174",13181,"Pilosella officinarum",9.209245,54.896497,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556713,NA,"HUMAN_OBSERVATION",2000,7,24,"00:00.0","WGS84"
"175",13182,"Pilosella officinarum",9.380505,54.869122,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556788,NA,"HUMAN_OBSERVATION",2000,7,24,"00:00.0","WGS84"
"176",13183,"Pilosella officinarum",9.368148,56.908783,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556824,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"177",13184,"Pilosella officinarum",9.414332,56.630139,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556864,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"178",13185,"Pilosella officinarum",9.464445,56.728786,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556890,NA,"HUMAN_OBSERVATION",2000,7,11,"00:00.0","WGS84"
"179",13186,"Pilosella officinarum",9.416212,56.800828,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556895,NA,"HUMAN_OBSERVATION",2000,7,13,"00:00.0","WGS84"
"180",13187,"Pilosella officinarum",9.529561,56.710559,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556910,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"181",13188,"Pilosella officinarum",9.614012,56.880866,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556962,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"182",13189,"Pilosella officinarum",9.581754,56.916956,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556963,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"183",13190,"Pilosella officinarum",9.580083,56.809158,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556976,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"184",13191,"Pilosella officinarum",9.627265,56.692137,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556977,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"185",13192,"Pilosella officinarum",9.643284,56.674087,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556996,NA,"HUMAN_OBSERVATION",2000,7,11,"00:00.0","WGS84"
"186",13193,"Pilosella officinarum",9.746184,56.098498,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342557028,NA,"HUMAN_OBSERVATION",2000,7,20,"00:00.0","WGS84"
"187",13194,"Pilosella officinarum",12.030745,54.860438,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342557975,NA,"HUMAN_OBSERVATION",2000,7,16,"00:00.0","WGS84"
"188",13196,"Pilosella officinarum",8.12538,62.29331,"colmano,inmano","NOR",NA,"PRESENT",100,"JBJordal",1562830924,NA,"HUMAN_OBSERVATION",2000,7,15,"00:00.0","WGS84"
"189",13197,"Pilosella officinarum",7.72157,62.54744,"colmano,inmano","NOR",NA,"PRESENT",150,"JBJordal",1562830993,NA,"HUMAN_OBSERVATION",2000,7,27,"00:00.0","WGS84"
"190",13201,"Pilosella officinarum",9.9061,63.8849,"gass84,incomis,inmafu","NOR",NA,"PRESENT",707,"TRH",1701224379,NA,"PRESERVED_SPECIMEN",2000,7,11,"00:00.0","WGS84"
"191",13202,"Pilosella officinarum",12.24134711,60.88431112,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",71,"O",1701838623,NA,"PRESERVED_SPECIMEN",2000,7,12,"00:00.0","WGS84"
"192",13203,"Pilosella officinarum",12.08823697,61.00681456,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",71,"O",1701838679,NA,"PRESERVED_SPECIMEN",2000,7,11,"00:00.0","WGS84"
"193",13204,"Pilosella officinarum",12.13953855,61.01151523,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",71,"O",1702190778,NA,"PRESERVED_SPECIMEN",2000,7,11,"00:00.0","WGS84"
"194",13205,"Pilosella officinarum",11.66131275,61.24101987,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",269,"O",1702190847,NA,"PRESERVED_SPECIMEN",2000,7,19,"00:00.0","WGS84"
"195",13206,"Pilosella officinarum",12.28974813,60.90051221,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",71,"O",1702190936,NA,"PRESERVED_SPECIMEN",2000,7,13,"00:00.0","WGS84"
"196",13207,"Pilosella officinarum",11.53620521,61.31892179,"cdrep,incomis,inmafu","NOR",NA,"PRESENT",71,"O",1702190956,NA,"PRESERVED_SPECIMEN",2000,7,18,"00:00.0","WGS84"
"197",13208,"Pilosella officinarum",7.045595,62.053404,"cdround,gass84","NOR",NA,"PRESENT",25,"nbf",1882935993,NA,"HUMAN_OBSERVATION",2000,7,25,"00:00.0","WGS84"
"198",13211,"Pilosella officinarum",8.037829,62.374579,"cdround,gass84","NOR",NA,"PRESENT",75,"nbf",2403728019,NA,"HUMAN_OBSERVATION",2000,7,27,"00:00.0","WGS84"
"199",13212,"Pilosella officinarum",7.871874,62.559334,"cdround,gass84","NOR",NA,"PRESENT",75,"nbf",2404685222,NA,"HUMAN_OBSERVATION",2000,7,25,"00:00.0","WGS84"
"200",13214,"Pilosella officinarum",7.903872,62.540828,"cdround,gass84","NOR",NA,"PRESENT",50,"nbf",2406739422,NA,"HUMAN_OBSERVATION",2000,7,25,"00:00.0","WGS84"
"201",13215,"Pilosella officinarum",8.123546,62.302072,"cdround,gass84","NOR",NA,"PRESENT",50,"nbf",2407231718,NA,"HUMAN_OBSERVATION",2000,7,27,"00:00.0","WGS84"
"202",13216,"Pilosella officinarum",7.304803,62.508273,"cdround,gass84","NOR",NA,"PRESENT",100,"nbf",2411028809,NA,"HUMAN_OBSERVATION",2000,7,24,"00:00.0","WGS84"
"203",13218,"Pilosella officinarum",8.736556,62.657883,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465779630,NA,"HUMAN_OBSERVATION",2000,7,12,"00:00.0","WGS84"
"204",13219,"Pilosella officinarum",9.594454,62.620966,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465793214,NA,"HUMAN_OBSERVATION",2000,7,15,"00:00.0","WGS84"
"205",13220,"Pilosella officinarum",8.755478,62.729723,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465824090,NA,"HUMAN_OBSERVATION",2000,7,13,"00:00.0","WGS84"
"206",13221,"Pilosella officinarum",9.574791,62.612072,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465874521,NA,"HUMAN_OBSERVATION",2000,7,15,"00:00.0","WGS84"
"207",13222,"Pilosella officinarum",8.736636,62.648907,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2465935436,NA,"HUMAN_OBSERVATION",2000,7,12,"00:00.0","WGS84"
"208",13223,"Pilosella officinarum",9.594633,62.629941,"cdround","NOR",1,"PRESENT",1000,"NTNU-VM",2466042829,NA,"HUMAN_OBSERVATION",2000,7,15,"00:00.0","WGS84"
"209",13224,"Pilosella officinarum",11.81157,57.881077,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2619343224,NA,"HUMAN_OBSERVATION",2000,7,30,"00:00.0","WGS84"
"210",13225,"Pilosella officinarum",-61.239722,45.611667,"incomis,inmafu","CAN",NA,"PRESENT",100,"CM",2859055713,"https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11858161","PRESERVED_SPECIMEN",2000,7,11,"00:00.0","WGS84"
"211",13226,"Pilosella officinarum",-61.386667,45.659722,"incomis,inmafu","CAN",NA,"PRESENT",50,"CM",2859056747,"https://midatlanticherbaria.org/portal/collections/individual/index.php?occid=11858149","PRESERVED_SPECIMEN",2000,7,11,"00:00.0","WGS84"
"212",13227,"Pilosella officinarum",11.616088,58.162413,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2993832801,NA,"HUMAN_OBSERVATION",2000,7,19,"00:00.0","WGS84"
"213",13228,"Pilosella officinarum",11.706117,58.377104,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2993835426,NA,"HUMAN_OBSERVATION",2000,7,2,"00:00.0","WGS84"
"214",13229,"Pilosella officinarum",11.814768,58.157555,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2993985841,NA,"HUMAN_OBSERVATION",2000,7,14,"00:00.0","WGS84"
"215",13231,"Pilosella officinarum",11.702192,58.54461,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2994075483,NA,"HUMAN_OBSERVATION",2000,7,4,"00:00.0","WGS84"
"216",13232,"Pilosella officinarum",11.697727,58.269876,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2994080899,NA,"HUMAN_OBSERVATION",2000,7,11,"00:00.0","WGS84"
"217",13233,"Pilosella officinarum",11.726419,58.256234,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2994153421,NA,"HUMAN_OBSERVATION",2000,7,30,"00:00.0","WGS84"
"218",13234,"Pilosella officinarum",11.340898,58.805024,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2994157740,NA,"HUMAN_OBSERVATION",2000,7,10,"00:00.0","WGS84"
"219",13235,"Pilosella officinarum",11.310212,58.774381,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",2994225538,NA,"HUMAN_OBSERVATION",2000,7,21,"00:00.0","WGS84"
"220",13236,"Pilosella officinarum",11.713681,58.360629,"cdround,gass84","SWE",NA,"PRESENT",100,"ArtDatabanken",2994309758,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"221",13237,"Pilosella officinarum",11.621433,58.179127,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000339312,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"222",13238,"Pilosella officinarum",12.203712,58.245527,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000400311,NA,"HUMAN_OBSERVATION",2000,7,23,"00:00.0","WGS84"
"223",13239,"Pilosella officinarum",11.560392,58.383674,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000529372,NA,"HUMAN_OBSERVATION",2000,7,12,"00:00.0","WGS84"
"224",13240,"Pilosella officinarum",12.060565,58.395346,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3000613412,NA,"HUMAN_OBSERVATION",2000,7,13,"00:00.0","WGS84"
"225",13242,"Pilosella officinarum",12.78,47.13,NA,"AUT",NA,"PRESENT",111,"Biodiversit<U+FFFD>tsdatenbank Salzburg",3010874421,NA,"LITERATURE",2000,7,17,"00:00.0","WGS84"
"226",13243,"Pilosella officinarum",11.910421,58.217226,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049267873,NA,"HUMAN_OBSERVATION",2000,7,13,"00:00.0","WGS84"
"227",13244,"Pilosella officinarum",11.765523,57.789282,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049382809,NA,"HUMAN_OBSERVATION",2000,7,5,"00:00.0","WGS84"
"228",13245,"Pilosella officinarum",11.786983,58.140053,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049412911,NA,"HUMAN_OBSERVATION",2000,7,19,"00:00.0","WGS84"
"229",13246,"Pilosella officinarum",11.667409,58.32058,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049646762,NA,"HUMAN_OBSERVATION",2000,7,8,"00:00.0","WGS84"
"230",13247,"Pilosella officinarum",11.679859,58.763296,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049696653,NA,"HUMAN_OBSERVATION",2000,7,22,"00:00.0","WGS84"
"231",13248,"Pilosella officinarum",12.054385,58.39714,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049795048,NA,"HUMAN_OBSERVATION",2000,7,20,"00:00.0","WGS84"
"232",13249,"Pilosella officinarum",11.782761,57.8052,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3049840397,NA,"HUMAN_OBSERVATION",2000,7,9,"00:00.0","WGS84"
"233",13250,"Pilosella officinarum",11.726051,58.360125,"cdround,gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050105214,NA,"HUMAN_OBSERVATION",2000,7,1,"00:00.0","WGS84"
"234",13252,"Pilosella officinarum",11.703458,58.333787,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050417371,NA,"HUMAN_OBSERVATION",2000,7,13,"00:00.0","WGS84"
"235",13253,"Pilosella officinarum",11.741484,57.793458,"gass84","SWE",NA,"PRESENT",100,"F<U+FFFD>reningen Bohusl<U+FFFD>ns Flora",3050470023,NA,"HUMAN_OBSERVATION",2000,7,4,"00:00.0","WGS84"
"236",13255,"Pilosella officinarum",7.539617,58.326588,"gass84,colmano,inmafu","NOR",NA,"PRESENT",1000,"KMN",186907795,NA,"HUMAN_OBSERVATION",2000,8,1,"00:00.0","WGS84"
"237",13256,"Pilosella officinarum",11.722949,61.805328,"gass84,colmano,inmafu","NOR",NA,"PRESENT",707,"O",191257581,NA,"HUMAN_OBSERVATION",2000,8,8,"00:00.0","WGS84"
"238",13257,"Pilosella officinarum",14.286384,58.313729,"gass84","SWE",NA,"PRESENT",10,"ArtDatabanken",849488665,NA,"HUMAN_OBSERVATION",2000,8,26,"00:00.0","WGS84"
"239",13261,"Pilosella officinarum",4.81903,51.13324,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824574,NA,"HUMAN_OBSERVATION",2000,8,1,"00:00.0","WGS84"
"240",13262,"Pilosella officinarum",4.7735,50.82777,"refuriiv","BEL",NA,"PRESENT",700,"INBO",869824722,NA,"HUMAN_OBSERVATION",2000,8,1,"00:00.0","WGS84"
"241",13263,"Pilosella officinarum",9.08612,55.651467,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556673,NA,"HUMAN_OBSERVATION",2000,8,12,"00:00.0","WGS84"
"242",13264,"Pilosella officinarum",9.118855,55.965921,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556681,NA,"HUMAN_OBSERVATION",2000,8,12,"00:00.0","WGS84"
"243",13265,"Pilosella officinarum",9.150511,55.867051,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556690,NA,"HUMAN_OBSERVATION",2000,8,14,"00:00.0","WGS84"
"244",13266,"Pilosella officinarum",9.374386,55.884545,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556828,NA,"HUMAN_OBSERVATION",2000,8,12,"00:00.0","WGS84"
"245",13267,"Pilosella officinarum",9.502411,57.123921,"cdround,colmano,inmano","DNK",NA,"PRESENT",1000,"DBF-NHMD",1342556914,NA,"HUMAN_OBSERVATION",2000,8,7,"00:00.0","WGS84"
