"","species","decimallongitude","decimallatitude","issues","countryCode","individualCount","occurrenceStatus","coordinateuncertaintyinmeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName"
"68","Pilosella officinarum",12.232743,55.678842,"cdround,gass84","DNK",NA,"PRESENT",12,"iNaturalist","2596386144","https://www.inaturalist.org/observations/41157910","HUMAN_OBSERVATION",2020,4,1,"2020-04-01T10:22:38","WGS84","iNaturalist research-grade observations"
"69","Pilosella officinarum",9.216732,56.788684,"cdround,gass84","DNK",NA,"PRESENT",12,"iNaturalist","2597707360","https://www.inaturalist.org/observations/41439015","HUMAN_OBSERVATION",2020,4,5,"2020-04-05T15:26:17","WGS84","iNaturalist research-grade observations"
"70","Pilosella officinarum",0.03352,47.663741,"gass84","FRA",NA,"PRESENT",5,"iNaturalist","2597717677","https://www.inaturalist.org/observations/41620929","HUMAN_OBSERVATION",2020,4,7,"2020-04-07T19:27:02","WGS84","iNaturalist research-grade observations"
"71","Pilosella officinarum",9.823503,56.487674,"cdround,gass84","DNK",NA,"PRESENT",35,"iNaturalist","2597777948","https://www.inaturalist.org/observations/41758361","HUMAN_OBSERVATION",2020,4,9,"2020-04-09T16:23:45","WGS84","iNaturalist research-grade observations"
"72","Pilosella officinarum",-71.147858,42.160167,"cdround,gass84","USA",NA,"PRESENT",65,"iNaturalist","2597779963","https://www.inaturalist.org/observations/41718511","HUMAN_OBSERVATION",2020,4,6,"2020-04-06T07:29:28","WGS84","iNaturalist research-grade observations"
"73","Pilosella officinarum",-74.533024,40.602921,"cdround,gass84","USA",NA,"PRESENT",9,"iNaturalist","2597837319","https://www.inaturalist.org/observations/41439037","HUMAN_OBSERVATION",2020,4,5,"2020-04-05T08:33:00","WGS84","iNaturalist research-grade observations"
"74","Pilosella officinarum",9.712031,45.736509,"cdround,gass84","ITA",NA,"PRESENT",31,"iNaturalist","2609104045","https://www.inaturalist.org/observations/41854012","HUMAN_OBSERVATION",2020,4,10,"2020-04-10T17:38:00","WGS84","iNaturalist research-grade observations"
"75","Pilosella officinarum",-2.471245,53.832064,"cdround,gass84","GBR",NA,"PRESENT",27,"iNaturalist","2609109336","https://www.inaturalist.org/observations/42406741","HUMAN_OBSERVATION",2020,4,17,"2020-04-17T16:02:45","WGS84","iNaturalist research-grade observations"
"76","Pilosella officinarum",7.240146,44.837569,"cdround,gass84","ITA",NA,"PRESENT",31,"iNaturalist","2609125262","https://www.inaturalist.org/observations/42166762","HUMAN_OBSERVATION",2020,4,14,"2020-04-14T14:07:00","WGS84","iNaturalist research-grade observations"
"77","Pilosella officinarum",-74.615489,40.588389,"cdround,gass84","USA",NA,"PRESENT",76,"iNaturalist","2609165036","https://www.inaturalist.org/observations/42405826","HUMAN_OBSERVATION",2020,4,16,"2020-04-16T15:28:00","WGS84","iNaturalist research-grade observations"
"78","Pilosella officinarum",12.533594,50.717582,"cdround,gass84","DEU",NA,"PRESENT",92,"iNaturalist","2609186323","https://www.inaturalist.org/observations/41999225","HUMAN_OBSERVATION",2020,4,12,"2020-04-12T16:58:27","WGS84","iNaturalist research-grade observations"
"79","Pilosella officinarum",18.74335,49.695601,"cdround,gass84","POL",NA,"PRESENT",61,"iNaturalist","2609187459","https://www.inaturalist.org/observations/42681942","HUMAN_OBSERVATION",2020,4,20,"2020-04-20T16:51:00","WGS84","iNaturalist research-grade observations"
"80","Pilosella officinarum",-2.471323,53.832092,"cdround,gass84","GBR",NA,"PRESENT",24,"iNaturalist","2609203012","https://www.inaturalist.org/observations/42406937","HUMAN_OBSERVATION",2020,4,17,"2020-04-17T16:07:53","WGS84","iNaturalist research-grade observations"
"81","Pilosella officinarum",-5.625574,42.418332,"cdround,gass84","ESP",NA,"PRESENT",61,"iNaturalist","2609232484","https://www.inaturalist.org/observations/42616860","HUMAN_OBSERVATION",2020,4,20,"2020-04-20T00:03:41","WGS84","iNaturalist research-grade observations"
